"CODIGO__C","CREATEDBYID","CREATEDDATE","CURRENCYISOCODE","ID","ISDELETED","LASTACTIVITYDATE","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","NIVEL_RIESGO__C","NOMBRE_LARGO__C","OWNERID","SYSTEMMODSTAMP"
"COM319","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kkYAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Comercio de vehiculos automotores usados  incluye el comercio al por mayor y al","2.0","Comercio de vehiculos automotores usados  incluye el comercio al por mayor y al por menor de vehiculos automotores usados para pasajeros  incluso vehiculos especiales (ambulancias  casas  rodantes  microbuses  vehiculos de camping  caravanas  entre otros)  los vehiculos con traccion tipo campero (todo terreno)  y otros  vehiculos  automotores  para  pasajeros  con  mecanismos  de  conduccion similares a los de los automoviles  asi como el comercio de camiones  remolques y  semirremolques  Incluye  las  actividades  de  venta  de  vehiculos  usados  por consignacion   por  comision  o  por  contrata  (intermediarios)   como  tambien  la compraventa de contenedores especialmente disenados y equipados para su uso en uno o mas medios de transporte, subasta de vehiculos automotores usados","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CON327","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kkZAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Confeccion de prendas de vestir  excepto prendas de piel  incluye confeccion de","3.0","Confeccion de prendas de vestir  excepto prendas de piel  incluye confeccion de chalecos antibalas especiales para dama y para caballero y confeccion de partes de los productos mencionados.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CON334","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kkaAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Confeccion de prendas de vestir  excepto prendas de piel  incluye la manufactura","2.0","Confeccion de prendas de vestir  excepto prendas de piel  incluye la manufactura y  confeccion  de  guantes  de  tela  o  piel   chales   ligas   sujetadores   tirantas  encauchados   fabricas  y/o  grandes  almacenes  de  confeccion  de  ropas  y sastrerias  ropa de trabajo y confeccion de partes de los productos mencionados","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CON335","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kkbAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Confeccion de prendas de vestir  excepto prendas de piel  incluye pequenos talle","1.0","Confeccion de prendas de vestir  excepto prendas de piel  incluye pequenos talleres  confeccion de prendas de vestir sobre medidas y/o en serie  sombreros y gorros  incluso de piel  confeccion de ropa y confeccion de partes de los productos mencionados.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CON336","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kkcAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Construccion  de  barcos  y  de  estructuras  flotantes   incluye  construccion","4.0","Construccion  de  barcos  y  de  estructuras  flotantes   incluye  construccion  de embarcaciones disenadas para la navegacion maritima  costera o fluvial tales como: barcos (excepto yates y otras embarcaciones para deportes o recreo)  incluida la fabricacion de secciones de buques y barcos, sillas y asientos utilizados en embarcaciones y estructuras flotantes, buques  embarcaciones de fondeo fijo (por ejemplo: barcos faros), aerodeslizadores (excepto los de tipo recreativo), embarcaciones  para  uso  comercial  (barco  transbordador  o  ferry   barcos mercantes   petroleros   remolcadores   entre  otros)  o  para  el  transporte  de pasajeros  particularmente las embarcaciones de usos multiples, barcos para pesca y embarcaciones pesqueras para el procesamiento de pescado (barcos factoria)","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CON337","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kkdAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Construccion  de  carreteras  y  vias  de  ferrocarril   incluye  la  construcci","0.0","Construccion  de  carreteras  y  vias  de  ferrocarril   incluye  la  construccion  conservacion y reparacion de carreteras  calles y otras vias  puentes y viaductos  tuneles  lineas de ferrocarril y de metro  pistas de aeropuertos","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CON338","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kkeAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Construccion  de  edificios  no  residenciales   incluye  montaje  de  cubiertas","4.0","Construccion  de  edificios  no  residenciales   incluye  montaje  de  cubiertas metalicas  puertas  ventanas y demas elementos metalicos","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CON339","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kkfAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Construccion  de  otras  obras  de  ingenieria  civil   incluye  la  construccio","4.0","Construccion  de  otras  obras  de  ingenieria  civil   incluye  la  construccion  conservacion y reparacion de instalaciones industriales (excepto edificios) como refinerias  fabricas de productos quimicos  vias de navegacion  obras portuarias y  fluviales   puertos  deportivos   instalaciones  deportivas  o  de  esparcimiento  esclusas  represas y diques  subdivision de terrenos con mejora","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CON340","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kkgAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Construccion de barcos y de estructuras flotantes  incluye la construccion de bu","4.0","Construccion de barcos y de estructuras flotantes  incluye la construccion de buques de guerra o combate  embarcaciones navales auxiliares y artefactos  como los barcos para el transporte de tropas (nodrizas)  y barcos hospitales y logisticos, estructuras flotantes: puertos flotantes  pontones  balsas inflables para uso  no  recreativo   diques  flotantes   plataformas  de  perforacion  flotante  o sumergible  pistas flotantes  barcazas  boyas  embarcaderos  depositos flotantes  gruas flotantes  entre otros, reconstruccion o conversion de embarcaciones o estructuras flotantes","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CON341","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kkhAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Construccion de barcos y de estructuras flotantes  incluye la construccion de em","4.0","Construccion de barcos y de estructuras flotantes  incluye la construccion de embarcaciones no motorizadas para transporte de carga en puertos (por ejemplo  gabarras), embarcaciones cuyo uso principal no es la navegacion (por ejemplo  dragas), embarcaciones disenadas o equipadas para la investigacion cientifica","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CON342","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kkiAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Construccion de carreteras y vias de ferrocarril  incluye las obras de superfici","4.0","Construccion de carreteras y vias de ferrocarril  incluye las obras de superficie en calles  carreteras  autopistas  puentes o tuneles como asfaltado  pintura y otros tipos de marcado e instalacion de barreras de emergencia  senales de trafico similares y otros trabajos de acondicionamiento.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CON343","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kkjAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Construccion de edificios no residenciales  incluye construccion de todo tipo de","4.0","Construccion de edificios no residenciales  incluye construccion de todo tipo de edificios  no  residenciales   reforma  o  renovacion  de  estructuras  existentes  construcciones prefabricadas","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CON344","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kkkAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Construccion de edificios residenciales  incluye la construccion de todo tipo de","4.0","Construccion de edificios residenciales  incluye la construccion de todo tipo de edificios residenciales  casas y edificios  montaje de cubiertas metalicas  puertas  ventanas   construcciones  prefabricadas   reforma  o  renovacion  de  estructuras residenciales existentes","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CON345","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kklAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Construccion de edificios residenciales  incluye solamente la colocacion de tech","4.0","Construccion de edificios residenciales  incluye solamente la colocacion de techos impermeables.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CON346","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kkmAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Construccion de otras obras de ingenieria civil  incluye el dragado de vias de n","4.0","Construccion de otras obras de ingenieria civil  incluye el dragado de vias de navegacion.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"FAB784","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","COP","a8d220000000koIAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Fabricacion de otros productos quimicos n.c.p.  incluye fabricacion de preparado","3.0","Fabricacion de otros productos quimicos n.c.p.  incluye fabricacion de preparados y cargas para extintores.","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"FAB785","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","COP","a8d220000000koJAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Fabricacion de otros productos quimicos n.c.p.  incluye la extraccion y refinaci","4.0","Fabricacion de otros productos quimicos n.c.p.  incluye la extraccion y refinacion de aceites esenciales y resinoides  la fabricacion de aceites y grasas modificadas quimicamente.","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"ACT028","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000khVAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades  de  defensa   incluye  el  apoyo  a  la  elaboracion  de  planes  d","0.0","Actividades  de  defensa   incluye  el  apoyo  a  la  elaboracion  de  planes  de contingencia y la realizacion de ejercicios en los que las instituciones civiles y las poblaciones  estan  involucradas   tales  como  las  actividades  de  desminado  y erradicacion de cultivos ilicitos entre otros","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT023","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000khSAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","2023-05-09T19:59:34.000Z","2023-05-09T19:59:34.000Z","Actividades  de  atencion  residencial  medicalizada  de  tipo  general   incluy","2.0","Actividades  de  atencion  residencial  medicalizada  de  tipo  general   incluye  los servicios de atencion en salud por periodos largos  suministrados por personal calificado en enfermeria  en instituciones que no cuentan con la infraestructura propia de los hospitales y clinicas  ni con la  supervision directa de personal medico Comprenden: hogares para la tercera edad y/o de reposo  con cuidado de enfermeria  casas de convalecencia  excepto para enfermos mentales","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT024","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000khTAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades  de  bibliotecas  y  archivos   Las  actividades  de  documentacion","1.0","Actividades  de  bibliotecas  y  archivos   Las  actividades  de  documentacion  e informacion realizadas por bibliotecas de todo tipo  salas de lectura  audio y proyeccion  y  archivos  publicos  abiertos  al  publico  en  general  o  a  usuarios especiales  como:  estudiantes   cientificos   empleados  o  funcionarios  de  la organizacion  a  la  que  pertenece  la  biblioteca   y  gestion  de  archivos  de  la administracion publica Algunas actividades caracteristicas son: La organizacion de colecciones bibliograficas  sea o no especializada   catalogo de colecciones  mantenimiento  y  prestamo  de  libros   mapas   revistas   periodicos   discos gramofonicos   cintas  grabadas   peliculas   obras  de  arte   entre  otros,    las actividades  de  busqueda  de  datos  con  el  fin  de  atender  y  cumplir  con  las solicitudes de informacion requeridas  los servicios de archivos fotograficos  y bancos  de  imagenes,  El  suministro  computarizado  de  documentacion  en bibliotecas  archivos","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT025","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000khUAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades  de  clubes  deportivos   incluye  clubes  deportivos  profesionales","3.0","Actividades  de  clubes  deportivos   incluye  clubes  deportivos  profesionales  de futbol  natacion  golf  atletismo  gimnasia  tenis  baloncesto beisbol etcetera","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT029","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000khWAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades  de  detectives  e  investigadores  privados   incluye  los  servici","4.0","Actividades  de  detectives  e  investigadores  privados   incluye  los  servicios  de investigacion   detectives   investigadores  privados   independiente  del  tipo  de cliente o proposito de la investigacion","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT030","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000khXAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades  de  distribucion  de  peliculas  cinematograficas   videos   progra","2.0","Actividades  de  distribucion  de  peliculas  cinematograficas   videos   programas  anuncios y comerciales de television  incluye las actividades de distribucion de peliculas cinematograficas y videos en sus diferentes formatos  a cines  cadenas de television  redes de estaciones y proyecciones en exhibidores o expositores La  adquisicion  de  los  derechos  de  distribucion  de  peliculas  y  videos  y  Las agencias  de  distribucion  de  peliculas  cinematograficas  para  su  respectiva reproduccion  asi como la distribucion comercial a cinematecas de cintas  videos  programas  anuncios y comerciales de television","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT031","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000khYAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades  de  envase  y  empaque   incluye  las  actividades  de  envasado  y","3.0","Actividades  de  envase  y  empaque   incluye  las  actividades  de  envasado  y empaquetado a cambio de una retribucion o por contrata  esten o no involucradas a  procesos  automatizados:  empaque  de  solidos  (tipo  burbuja   cubierta  de aluminio  entre otros)  embotellado de liquidos  bebidas y productos alimenticios  alimentos","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT032","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000khZAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades  de  exhibicion  de  peliculas  cinematograficas  y  videos   incluy","2.0","Actividades  de  exhibicion  de  peliculas  cinematograficas  y  videos   incluye  las actividades de exhibicion de peliculas cinematograficas y videos en cine  teatros al aire libre o en otras instalaciones de proyeccion como exhibidores ambulantes de  peliculas  cinematograficas   de  programas  en  diapositivas   asi  como  los presentados en festivales cinematograficos  incluso para aerolineas  cineclubes  servicios de cinematecas  videotecas","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT033","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000khaAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades  de  fotografia   incluye  la  produccion  fotografica  comercial  y","2.0","Actividades  de  fotografia   incluye  la  produccion  fotografica  comercial  y  para usuarios  no  comerciales   retratos  fotograficos  para  pasaportes   actividades academicas  bodas  etc  publicitaria  para: anuncios comerciales  editoriales y actividades relacionadas con la moda  los bienes raices o el turismo  filmacion en video de eventos: bodas  reuniones  etcetera, el procesamiento de  peliculas: Revelado   impresion  y  ampliacion  de  fotografias  y  peliculas  de  los  clientes  laboratorio  de  revelado  de  peliculas  e  impresion  de  fotos   ampliacion  de fotografias y peliculas  tiendas de revelado rapido  montaje de diapositivas  copia y restauracion y retoque de transparencias o negativos de fotografias  actividades de fotografos de prensa y microfilmacion de documentos","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT034","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000khbAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades  de  grabacion  de  sonido  y  edicion  de  musica   Las  actividade","2.0","Actividades  de  grabacion  de  sonido  y  edicion  de  musica   Las  actividades relacionadas con la produccion y posproduccion de musica y sonido: Adquisicion y registro de derechos de autor de las composiciones musicales  Actividades de lanzamiento  promocion  autorizacion y uso de estas composiciones musicales en grabaciones en radio  television  peliculas cinematograficas  actuaciones en vivo y en directo  medios impresos y otros medios  Distribucion de grabaciones de sonido de copias originales a los mayoristas y minoristas  Mezcla y masterizacion de  sonido   La  edicion  de  libros  de  musica  y  partituras  y  el  otorgamiento  de licencias de copias originales","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT035","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000khcAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades  de  hospitales  y  clinicas   con  internacion   incluye  el  servi","4.0","Actividades  de  hospitales  y  clinicas   con  internacion   incluye  el  servicio  de personal medico general y especializado y paramedico en: servicios de apoyo diagnostico:  imagenologia  (rayos  x   ecografia   TAC   RMN   gammagrafia  etcetera)","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT036","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000khdAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades  de  impresion   incluye  la    impresion  y  fabricacion  de  artic","4.0","Actividades  de  impresion   incluye  la    impresion  y  fabricacion  de  articulos estampados en papel  libros  la impresion de publicaciones periodicas de revistas  folletos  periodicos  mapas  directorios telefonicos, La impresion de tarjetas con cinta magnetica o con circuito integrado (tarjetas inteligentes) utilizadas en tarjetas de credito  debito  para acceso a sitios restringidos  transporte masivo  tarjetas SIM y similares, sellos postales  timbres fiscales y papel moneda  formas para cheques y letras  bonos  y demas documentos de titulo  valor   entre otros,  la impresion de materiales publicitarios tales como carteles y avisos litograficos  afiches   catalogos  publicitarios   almanaques  y  calendarios   diarios  y  agendas tematicas  formularios comerciales  papel de correspondencia y otros materiales impresos,   la  impresion  de  tarjetas  para  tabulacion,  cuadernos  para  dibujo  cuadernos de ejercicios y similares","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT037","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kheAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades  de  impresion   incluye  la  impresion  de  tarjetas  postales  y","4.0","Actividades  de  impresion   incluye  la  impresion  de  tarjetas  postales  y  juegos didacticos  cromos  estampas  naipes  calcomanias  etcetera","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT038","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000khfAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades  de  jardines  botanicos  zoologicos  y  reservas  naturales   inclu","3.0","Actividades  de  jardines  botanicos  zoologicos  y  reservas  naturales   incluye  el funcionamiento  de  jardines  botanicos   cuyo  objetivo  principal  es  dedicarse  al cultivo   la  preservacion  y  la  conservacion  de  plantas  con  fines  educativos  y cientificos,  el  funcionamiento  de  zoologicos,  el  funcionamiento  de  parques nacionales  reservas naturales  areas naturales unicas y santuarios de flora y fauna  incluida la preservacion de la flora y fauna silvestre  entre otras","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT042","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000khgAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades  de  otras  asociaciones  ncp   incluye    actividades  culturales","1.0","Actividades  de  otras  asociaciones  ncp   incluye    actividades  culturales  o recreativas  o reunen a personas que comparten una aficion (diferente a deportes o juegos)  como clubes de poesia  literarios o de libros  clubes de historia  clubes de jardineria  clubes de cine y fotografia  clubes de musica y arte  clubes de artesania  y  de  coleccionistas   entre  otros,  clubes  sociales   aun aquellos  que combinan la parte social y la practica deportiva, clubes  rotarios  leones y logias masonicas  entre otros","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT043","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000khhAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades  de  otras  asociaciones  ncp   incluye  asociaciones  de  apoyo  a","1.0","Actividades  de  otras  asociaciones  ncp   incluye  asociaciones  de  apoyo  a servicios comunitarios y educativos ncp","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"CUL380","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klFAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Cultivo de frutas tropicales y subtropicales  incluye cultivo de semillas de fru","2.0","Cultivo de frutas tropicales y subtropicales  incluye cultivo de semillas de frutas  cultivo de otros frutos de arboles y arbustos como las algarrobas.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CUL373","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klCAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Cultivo de cereales (excepto arroz)  legumbres y semillas oleaginosas  incluye e","2.0","Cultivo de cereales (excepto arroz)  legumbres y semillas oleaginosas  incluye el cultivo de cereales como: trigo  maiz  sorgo  cebada  centeno  avena  mijo y otros cereales n.c.p.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CUL374","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klDAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Cultivo de cereales (excepto arroz)  legumbres y semillas oleaginosas  incluye f","2.0","Cultivo de cereales (excepto arroz)  legumbres y semillas oleaginosas  incluye frijoles    habas    garbanzos    caupies    lentejas    arvejas    guandues   y  otras leguminosas ncp","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CUL379","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klEAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Cultivo de frutas tropicales y subtropicales  incluye cultivo de nueces comestib","2.0","Cultivo de frutas tropicales y subtropicales  incluye cultivo de nueces comestibles como:  almendras   anacardos   nuez  de  macadamia   castanas   avellanas  pistachos  nueces de nogal y otras nueces","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CUL381","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klGAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Cultivo de frutas tropicales y subtropicales  incluye el cultivo de: uvas  aguac","2.0","Cultivo de frutas tropicales y subtropicales  incluye el cultivo de: uvas  aguacates  datiles   higos   mangos   papayas   pinas   pomelos   limones  y  limas   naranjas  mandarinas  manzanas  albaricoques  cerezas  melocotones  duraznos  peras  ciruelas  arandanos  grosellas  kiwis  frambuesas  fresas  entre otras","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CUL382","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klHAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Cultivo de hortalizas  raices y tuberculos  incluye cultivos de setas hongos y t","2.0","Cultivo de hortalizas  raices y tuberculos  incluye cultivos de setas hongos y trufas  cultivo de remolacha azucarera  de raices y tuberculos como: papa  batata o camote  yuca  name  arracachas y otras raices y tuberculos.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CUL383","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klIAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Cultivo de hortalizas  raices y tuberculos  incluye el cultivo de hortalizas de","2.0","Cultivo de hortalizas  raices y tuberculos  incluye el cultivo de hortalizas de hoja o de tallo como alcachofas  esparragos  repollos  lechugas  espinacas y otras, de frutos como pepinos  pepinillos  tomates  berenjenas  sandias  melones y otras hortalizas de fruto, de raiz bulbosas o tuberosas como zanahorias  nabos  ajos  cebollas  puerros y otras, de flor como el coliflor y el brocoli  remolacha azucarera, cultivo de hortalizas.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CUL384","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klJAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos esta cl","2.0","Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos esta clase incluye el cultivo de frutos oleaginosos  como: cocos  olivas (aceitunas)  entre otros.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CUL385","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klKAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos  esta c","2.0","Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos  esta clase incluye el cultivo de palma para aceite (palma africana).","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CUL388","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klLAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Cultivo de plantas textiles  incluye el cultivo de algodon  de yute  de kenaf  l","2.0","Cultivo de plantas textiles  incluye el cultivo de algodon  de yute  de kenaf  lino  canamo  de sisal  fique  de abaca  ramio y otras plantas de fibras textiles  plantas de fibras textiles del genero agave y otras plantas de fibra.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CUL389","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klMAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Cultivo de platano y banano incluye cultivo de platano y banano en todas sus var","2.0","Cultivo de platano y banano incluye cultivo de platano y banano en todas sus variedades.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CUR391","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klNAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Curtido y recurrido de cueros, recurtido y tenido de pieles  incluye el recurtid","4.0","Curtido y recurrido de cueros, recurtido y tenido de pieles  incluye el recurtido y tenido  de  pieles   produccion  de  cueros  curtidos   gamuzados   regenerados  tenerias  curtidurias","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"CUR392","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klOAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Curtido y recurtido de cueros, recurtido y tenido de pieles  incluye las curtiem","4.0","Curtido y recurtido de cueros, recurtido y tenido de pieles  incluye las curtiembres o la produccion de cueros imputrescibles  descarnadura  adobados  curtido y recurtido  el curtido puede ser vegetal  mineral o quimico al cromo.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"DES394","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klPAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Descafeinado  tostion y molienda del cafe  incluye el toston y la molienda del c","3.0","Descafeinado  tostion y molienda del cafe  incluye el toston y la molienda del cafe.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"DES395","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klQAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Descafeinado  tostion y molienda del cafe  incluye la eliminacion de la cafeina","3.0","Descafeinado  tostion y molienda del cafe  incluye la eliminacion de la cafeina al cafe trillado o descafeinado.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
