"CODIGO__C","CREATEDBYID","CREATEDDATE","CURRENCYISOCODE","ID","ISDELETED","LASTACTIVITYDATE","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","NIVEL_RIESGO__C","NOMBRE_LARGO__C","OWNERID","SYSTEMMODSTAMP"
"COM223","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kjnAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Comercio   al   por   menor   de   articulos   deportivos   en   establecimiento","1.0","Comercio   al   por   menor   de   articulos   deportivos   en   establecimientos especializados, incluye comercio al por menor de bicicletas  patines  monopatines  canas de pescar  articulos para acampar  botes y demas articulos deportivos en general","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"COM224","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kjoAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Comercio   al   por   menor   de   productos   agricolas   para   el   consumo","2.0","Comercio   al   por   menor   de   productos   agricolas   para   el   consumo   en establecimientos especializados  incluye el comercio de frutas pulpa y nueces  legumbres  leguminosas frescas y secas (arveja  frijol  garbanzo  entre otros)  cereales   hortalizas   tuberculos  y  verduras  en  general   y  demas  productos agricolas para el consumo  frescos y refrigerados","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"COM225","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kjpAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Comercio  al  por  mayor  a  cambio  de  una  retribucion  o  por  contrata   in","3.0","Comercio  al  por  mayor  a  cambio  de  una  retribucion  o  por  contrata   incluye comercio al por mayor de materias primas agropecuarias y distribucion de leche con autotransporte","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"COM228","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kjqAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Comercio  al  por  mayor  de  computadores   equipo  periferico  y  programas  d","1.0","Comercio  al  por  mayor  de  computadores   equipo  periferico  y  programas  de informatica","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"COM229","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kjrAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Comercio  al  por  mayor  de  equipo   partes  y  piezas   electronicas  y  de t","2.0","Comercio  al  por  mayor  de  equipo   partes  y  piezas   electronicas  y  de telecomunicaciones    incluye   valvulas    tubos   electronicos    dispositivos   de semiconductores  microchips  circuitos integrados y estampados  partes y piezas de computadores  equipo telefonico  partes y accesorios  conmutadores y equipo de telecomunicaciones","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"COM230","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kjsAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Comercio  al  por  mayor  de  maquinaria  y  equipos  agropecuarios   incluye  e","2.0","Comercio  al  por  mayor  de  maquinaria  y  equipos  agropecuarios   incluye  el comercio al por mayor de maquinaria y equipos agropecuarios  sus partes  piezas y accesorios como: arados  sembradoras  cosechadoras  trilladoras  maquinas de ordenar  maquinas utilizadas en avicultura y apicultura  y tractores utilizados en actividades agropecuarias y silvicolas El comercio al por mayor de segadoras de cesped de todo tipo y de sus partes  piezas y accesorios","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"COM231","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kjtAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Comercio  al  por  menor  de  computadores   equipos  perifericos   programas  d","1.0","Comercio  al  por  menor  de  computadores   equipos  perifericos   programas  de informatica y equipos de telecomunicaciones en establecimientos especializados  incluye comercio al por menor de computadores  equipo periferico  consolas de videojuegos   programas  de  informatica  no  personalizados  y  de  equipos  de telecomunicaciones  como telefonos celulares  buscapersonas etc","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"COM232","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kjuAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Comercio  al  por  menor  de  equipos  y  aparatos  de  sonido  y  de  video  en","1.0","Comercio  al  por  menor  de  equipos  y  aparatos  de  sonido  y  de  video  en establecimientos especializados  incluye comercio al por menor de equipos radio y television  equipo estereofonico y aparatos de reproduccion y de grabacion de CD  DVD  Blu-ray Disc, demas dispositivos de almacenamiento y reproduccion de audio y de video, de microfonos  amplificadores  parlantes  consolas  entre otros","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"COM241","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kjvAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Comercio  al  por  menor  en  establecimientos  no  especializados  con  surtido","1.0","Comercio  al  por  menor  en  establecimientos  no  especializados  con  surtido compuesto   principalmente   por   alimentos    bebidas   o   tabaco    incluye establecimientos no especializados de comercio al por menor de productos cuyo surtido esta compuesto principalmente de alimentos (viveres en general) bebidas o tabaco  cosmeticos  vestuario","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"COM245","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kjwAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Comercio  de  partes   piezas  (autopartes)  y  accesorios  (lujos)  para  vehic","3.0","Comercio  de  partes   piezas  (autopartes)  y  accesorios  (lujos)  para  vehiculos automotores  incluye el comercio al por mayor y al por menor de todo tipo de partes   piezas  (autopartes)   llantas  y  neumaticos   componentes   suministros  herramientas y accesorios (lujos)  nuevos o usados  para vehiculos automotores","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"EXT496","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmQAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Extraccion  de  otros  minerales  no  metalicos  ncp   incluye  la  extraccion","0.0","Extraccion  de  otros  minerales  no  metalicos  ncp   incluye  la  extraccion  y aglomeracion de turba","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"ACT149","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kiwAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de servicios relacionados con la impresion  incluye otras actividade","3.0","Actividades de servicios relacionados con la impresion  incluye otras actividades graficas como el estampado en hueco y el estampado a troquel  la impresion de libros en braille  el troquelado y el perforado  el estampado en relieve  el barnizado y el laminado  el alzado  el encarte  el plegado  etc.","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT150","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kixAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de sindicatos de empleados incluye  la defensa de los intereses de l","3.0","Actividades de sindicatos de empleados incluye  la defensa de los intereses de los sindicatos y de sus afiliados, Las actividades de asociaciones cuyos miembros son empleados interesados principalmente en dar a conocer sus opiniones sobre la situacion laboral y salarial y ademas en tomar medidas concertadas a traves de la organizacion, las actividades de sindicatos de empresas  sindicatos de filiales  asociaciones  sindicales  integradas  por  sindicatos  afiliados  segun  criterios geograficos  estructurales o de otra indole","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"EXT495","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmPAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Extraccion  de  madera   incluye  la  produccion  de  madera  para  industrias m","2.0","Extraccion  de  madera   incluye  la  produccion  de  madera  para  industrias manufactureras,  de  troncos  de  madera  para  su  utilizacion  en  bruto   como puntales  estacas  cercas y postes","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"EXT497","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmRAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Extraccion  de  petroleo  crudo   incluye  los  procesos  siguientes:  decantaci","0.0","Extraccion  de  petroleo  crudo   incluye  los  procesos  siguientes:  decantacion  desalinizacion   deshidratacion   estabilizacion   eliminacion  de  fracciones  muy livianas  y  otros  procesos   siempre  y  cuando  no  alteren  las  propiedades fundamentales del producto","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"EXT502","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmSAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Extraccion de arcillas de uso industrial  caliza  caolin y bentonitas  incluye a","0.0","Extraccion de arcillas de uso industrial  caliza  caolin y bentonitas  incluye algunos procesos de beneficio como trituracion  molienda  clasificacion y otros necesarios para mejorar la calidad y facilitar el transporte  siempre y cuando se hagan cerca al sitio de extraccion y por cuenta del explotador.","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"EXT511","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmTAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Extraccion de halita (sal)  incluye la extraccion de halita (sal) por evaporacio","3.0","Extraccion de halita (sal)  incluye la extraccion de halita (sal) por evaporacion de agua marina  salinas marinas.","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"EXT512","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmUAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Extraccion de halita (sal)  incluye la extraccion de sal del subsuelo  la extrac","0.0","Extraccion de halita (sal)  incluye la extraccion de sal del subsuelo  la extraccion de sal de roca (sal gema)  la extraccion de sal del subsuelo  incluso mediante disolucion  con  agua  dulce  de  los  cloruros  solubles  contenidos  en  el  mineral extraido  dando lugar a una salmuera que es transportada por tuberia (salmuera ducto)  a  una  segunda  planta  de  procesamiento  donde  se  inicia  el  proceso industrial  para  obtener  la  sal   la  trituracion   la  purificacion  y  la  refinacion (cristalizacion) de sal cuando el proceso de refinacion se lleva a cabo en el sitio de la extraccion por el productor","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"EXT513","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmVAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Extraccion de hulla (carbon de piedra)  incluye la explotacion del mineral por e","0.0","Extraccion de hulla (carbon de piedra)  incluye la explotacion del mineral por el metodo de licuefaccion  al igual que los procesos de beneficio como el lavado  el cribado (tamizado)  la clasificacion  la pulverizacion u otras actividades propias de la mineria  la gasificacion del carbon in situ.","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"EXT516","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmWAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Extraccion de hulla (carbon de piedra)  incluye las operaciones para recuperar e","0.0","Extraccion de hulla (carbon de piedra)  incluye las operaciones para recuperar el carbon mineral de escombreras.","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"EXT517","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmXAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Extraccion de madera  incluye la extraccion y transformacion de madera en (bruto","2.0","Extraccion de madera  incluye la extraccion y transformacion de madera en (bruto descortezada y simplemente escuadrada).","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"EXT518","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmYAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Extraccion de madera  incluye la recoleccion y produccion de lena y produccion a","2.0","Extraccion de madera  incluye la recoleccion y produccion de lena y produccion artesanal de carbon vegetal en bosques.","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"EXT519","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmZAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Extraccion de minerales de niquel  incluye la extraccion de minerales valorados","0.0","Extraccion de minerales de niquel  incluye la extraccion de minerales valorados principalmente por su contenido de niquel  tales como: lateritas ferroniqueliferas  pentlandita y pirrotina para la obtencion del ferroniquel","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"EXT520","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmaAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Extraccion de minerales de uranio y torio  incluye la extraccion de  minerales v","0.0","Extraccion de minerales de uranio y torio  incluye la extraccion de  minerales valorados principalmente por su contenido de uranio y de torio (pecblenda  etc)","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"EXT521","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmbAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Extraccion de minerales de uranio y torio  incluye la produccion de torta amaril","0.0","Extraccion de minerales de uranio y torio  incluye la produccion de torta amarilla (yellowcake), que se obtiene de la concentracion del oxido de uranio extraido de las minas","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"EXT526","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmcAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Extraccion de oro y otros metales preciosos  incluye la extraccion de los metale","0.0","Extraccion de oro y otros metales preciosos  incluye la extraccion de los metales preciosos se realiza a traves del metodo de veta o filon  que consiste en la extraccion manual  mecanizada o semimecanizada de oro y de plata presentes en las rocas formando venas  vetas o filones, procesos de beneficio del mineral como la trituracion y la molienda (pulverizacion) y otros procesos tales como lavado (mazamorreo).","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"EXT527","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmdAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Extraccion de oro y otros metales preciosos  incluye la extraccion de oro o plat","0.0","Extraccion de oro y otros metales preciosos  incluye la extraccion de oro o platino de aluviones (concentracion de mineral en el lecho de los rios)  el cual se realiza por  diferentes  sistemas  de  extraccion   tales  como:  barequeo  (mazamorreo), pequena  mineria   representada  por  grupos  de  trabajadores  que  utilizan motobombas  elevadores y draguetas, mediana mineria  utilizando maquinaria como retroexcavadoras y buldozeres  y la gran mineria que realiza la extraccion de metales preciosos por medio de dragas de cucharas","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"FAB608","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","COP","a8d220000000knBAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Fabricacion  de  otros  articulos  de  papel  y  carton   incluye  la  manufactu","2.0","Fabricacion  de  otros  articulos  de  papel  y  carton   incluye  la  manufactura  de cuadernos   agendas  para  listas  de  telefonos   albumes   carpetas   libros   de registros  libros de contabilidad, cubiertas para libros y libretas en blanco   sobres para  correspondencia  (sobres-carta)   aerogramas   esquelas  o  postales  no ilustradas, talonarios  para facturas  recibos y similares  y demas articulos de papeleria de uso educativo o comercial,  fabricacion de cajas de sobres  carpetas y otros productos  analogos  (de papel y  carton) que  contienen  un surtido  de articulos para correspondencia","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"COM246","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kjxAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Comercio al por mayor a cambio de una retribucion o por contrata  incluye agente","1.0","Comercio al por mayor a cambio de una retribucion o por contrata  incluye agentes dedicados a la venta de: materias primas agropecuarias  bebidas y tabaco, productos semiacabados textiles  prendas de vestir  pieles  casas de subasta al por mayor y comisionistas  y otros mayoristas que comercian en nombre y por cuenta de terceros,  actividades de las personas que ponen en contacto a vendedores y compradores y realizan transacciones comerciales en nombre de un ordenante (comprador)  incluidas las realizadas por internet.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"COM249","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000kjyAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Comercio al por mayor a cambio de una retribucion o por contrata  incluye la a v","1.0","Comercio al por mayor a cambio de una retribucion o por contrata  incluye la a venta de: materias primas agropecuarias  animales vivos y aves muertas.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"FAB600","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000knAAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Fabricacion  de  maquinas  formadoras  de  metal  y  de  maquinas  herramienta","3.0","Fabricacion  de  maquinas  formadoras  de  metal  y  de  maquinas  herramienta  incluye  la  fabricacion  de  bancos  de  trefilar   cizallas  mecanicas   cortadoras  machacadoras   martinetes   maquinas  de  forjar   estampar   prensar   forjar  laminado a presion  maquinas de aterrajar por laminado a presion y maquinas para trabajar alambre La fabricacion de maquinas herramienta de diseno sencillo (por ejemplo  prensas a pedal)  de diseno tradicional (por ejemplo  accionadas a mano o por motor) o de diseno moderno (por ejemplo  de mando numerico y para hacer pasar el producto por varias estaciones de trabajo)","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"FAB609","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","COP","a8d220000000knCAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Fabricacion  de  otros  articulos  textiles  ncp   incluye  la  fabricacion  de","4.0","Fabricacion  de  otros  articulos  textiles  ncp   incluye  la  fabricacion  de  fieltro  incluso fieltros impregnados  banados  recubiertos o laminados y otros textiles no tejidos   incluso  aquellos  en  que  el  plastico  o  el  caucho  son  las  sustancias adhesivas pero no la principal materia prima constitutiva,","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"FAB610","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","COP","a8d220000000knDAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Fabricacion  de  otros  articulos  textiles  ncp   incluye  tejidos  estrechos","3.0","Fabricacion  de  otros  articulos  textiles  ncp   incluye  tejidos  estrechos  y especiales  incluso los de urdimbre sin trama  de hilos o de sujetos por una sustancia adhesiva como: accesorios textiles para automotores  cordones para el calzado con los extremos rematados  articulos de pasamaneria: trencillas  borlas  guantes  madronos y articulos similares  aplicadores para cosmeticos de material textil  cinta tejido sensible a la presion (velcro)","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"FAB613","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","COP","a8d220000000knEAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Fabricacion  de  otros  productos  minerales  no  metalicos  ncp   incluye  la p","3.0","Fabricacion  de  otros  productos  minerales  no  metalicos  ncp   incluye  la produccion de piedras de molino  de piedras de afilar o de pulir  de abrasivos naturales y artificiales  en polvo o en grano aplicados sobre una base de material textil  de papel  de carton y de otro material (por ejemplo papel de lija)","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"FAB614","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","COP","a8d220000000knFAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Fabricacion  de  otros  productos  minerales  no  metalicos  ncp   incluye   la","4.0","Fabricacion  de  otros  productos  minerales  no  metalicos  ncp   incluye   la fabricacion de hilas  hilados y telas de asbesto  materiales de friccion sobre una base de asbesto, cordones y cordeles, elaborados con telas de asbesto como prendas de vestir  cubrecabezas  calzado  papel  fieltro  etc,  de otras sustancias minerales y de celulosa  combinados o no con otros materiales como por ejemplo  placas  bandas  etc","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"FAB617","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","COP","a8d220000000knGAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Fabricacion  de  otros  tipos  de  equipo  electrico  ncp   incluye  fabricacion","3.0","Fabricacion  de  otros  tipos  de  equipo  electrico  ncp   incluye  fabricacion  de maquinas y aparatos electricos no clasificados en otra parte: aceleradores de particulas  (utilizan  campos  electromagneticos  para  acelerar  las  particulas cargadas  electricamente  hasta  alcanzar  energias  muy  altas   pudiendo  ser cercanas a la de la luz)  generadores de senales  detonadores electricos de minas y desempanadores con resistencias electricas para aeronaves  embarcaciones  trenes y otras maquinas y aparatos electricos","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"FAB623","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","COP","a8d220000000knHAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Fabricacion  de  papel  y  carton  ondulado  (corrugado),  incluye  fabricacion","2.0","Fabricacion  de  papel  y  carton  ondulado  (corrugado),  incluye  fabricacion  de cajones  cajas y estuches armados o plegados  de papel o carton no ondulado, sacos y bolsas de papel para empaque","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"FAB631","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","COP","a8d220000000knIAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Fabricacion  de  productos  refractarios   incluye  la  fabricacion  de  mortero","4.0","Fabricacion  de  productos  refractarios   incluye  la  fabricacion  de  morteros  hormigones y cementos refractarios constituidos por preparaciones de materiales especificos como dolomita  tierras especiales  etc  en proporciones definidas  mezclados con un aglomerante, utilizados posteriormente en el revestimiento interno de hornos y demas equipos sometidos a altas temperaturas, de ladrillos  bloques  losetas y otros articulos similares de ceramica refractaria","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"FAB632","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","COP","a8d220000000knJAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Fabricacion  de  productos  refractarios   incluye  la  fabricacion  de  product","4.0","Fabricacion  de  productos  refractarios   incluye  la  fabricacion  de  productos  de ceramica resistentes a elevadas temperaturas  por ejemplo  retortas  crisoles  muflas para la industria metalurgica y quimica  etc, ceramica para aislamiento termico o acustico mediante el moldeado y la cochura de tierras siliceas fosiles  es  decir   rocas  formadas  por  restos  de  caparazones  de  infusorios  fosiles (diatomeas), articulos refractarios que contengan magnesita  dolomita o cromita","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"FAB633","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","COP","a8d220000000knKAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Fabricacion cal y yeso  incluye la fabricacion de cal viva (caliza y/o dolomita","3.0","Fabricacion cal y yeso  incluye la fabricacion de cal viva (caliza y/o dolomita calcinada), cal apagada, cal hidraulica, dolomita calcinada.","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"FAB641","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","COP","a8d220000000knLAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Fabricacion de aeronaves  naves espaciales y de maquinaria conexa  incluye la re","4.0","Fabricacion de aeronaves  naves espaciales y de maquinaria conexa  incluye la reconstruccion o conversion en fabrica de aeronaves y de motores de aeronaves  fabricacion de motores de reaccion: estatorreactores  pulsorreactores y motores de cohetes","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"FAB642","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","COP","a8d220000000knMAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Fabricacion de aparatos de distribucion y control de la energia electrica  inclu","3.0","Fabricacion de aparatos de distribucion y control de la energia electrica  incluye la fabricacion de disyuntores de circuitos de energia, reles  tableros  paneles  consolas, mesas  cajas y otras bases  la fabricacion de conductos para cuadros de distribucion, fusibles electricos, aparatos de conmutacion, interruptores de energia electrica para tensiones superiores a los 1000 voltios, reguladores de voltaje y limitadores de sobretension  entre otros","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"FAB643","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","COP","a8d220000000knNAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Fabricacion de aparatos de uso domestico  incluye el mantenimiento y reparacion","3.0","Fabricacion de aparatos de uso domestico  incluye el mantenimiento y reparacion de aparatos y equipo domestico cuando se realizan en la misma unidad que los produce","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"CUL390","00522000004MjvzAAC","2022-12-08T04:25:09.000Z","COP","a8d220000000kazAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Cultivo de tabaco incluye cultivo de tabaco en bruto","2.0","Cultivo de tabaco incluye cultivo de tabaco en bruto","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"CRi358","00522000004MjvzAAC","2022-12-08T04:25:10.000Z","COP","a8d220000000kb0AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","2023-04-12T19:04:42.000Z","2023-04-12T19:04:42.000Z","Cria de aves de corral  incluye la produccion de huevos.","2.0","Cria de aves de corral  incluye la produccion de huevos.","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"ACU171","00522000004MjvzAAC","2022-12-08T04:25:10.000Z","COP","a8d220000000kb1AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Acuicultura de agua dulce  incluye la cria de ranas.","2.0","Acuicultura de agua dulce  incluye la cria de ranas.","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"ACT095","00522000004MjvzAAC","2022-12-08T04:25:10.000Z","COP","a8d220000000kb5AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Actividades de clubes deportivos  incluye los clubes sociales y deportivos","3.0","Actividades de clubes deportivos  incluye los clubes sociales y deportivos","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"EDU410","00522000004MjvzAAC","2022-12-08T04:25:10.000Z","COP","a8d220000000kb2AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Educacion de la primera infancia  incluye educacion primara infancia","2.0","Educacion de la primera infancia  incluye educacion primara infancia","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"EDU412","00522000004MjvzAAC","2022-12-08T04:25:10.000Z","COP","a8d220000000kb3AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:05.000Z","","","Educacion preescolar incluye educacion preescolar","2.0","Educacion preescolar incluye educacion preescolar","00522000004MjvzAAC","2022-12-12T01:05:05.000Z"
"TRI1182","00522000004MjvzAAC","2022-12-08T04:25:10.000Z","COP","a8d220000000kb4AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Trilla de cafe  incluye la trilla del cafe.","3.0","Trilla de cafe  incluye la trilla del cafe.","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"CUL0761","00522000004MjvzAAC","2022-12-08T04:25:10.000Z","COP","a8d220000000kb6AAA","false","","00522000004MjvzAAC","2022-12-08T04:25:10.000Z","","","Cultivo de ca̱a de azucar  incluye el cultivo de ca̱a de azucar.","4.0","","00522000004MjvzAAC","2022-12-08T04:25:10.000Z"
"PES1053","00522000004MjvzAAC","2022-12-08T04:25:10.000Z","COP","a8d220000000kb7AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Pesca de agua dulce  incluye La recoleccion de materiales de agua dulce.","4.0","Pesca de agua dulce  incluye La recoleccion de materiales de agua dulce.","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
